Version,2.1.7,,,,,,,,,,,,,,,,
Release Date,12/12/2010,,,,,,,,,,,,,,,,
Row Labels,Count of File,Count of REF,Count of BUG,Count of Dev#,Count of LoC+,Max of LoC+,Average of LoC+,Count of LoC-,Max of LoC-,Average of LoC-,Max of FCount,Average of FCount,Average of Date,Codechurn,Max Codechurn,Ave Codechurn,Age
 server/branches/2.2/framework/modules/geronimo-logging/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-management/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-naming/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-plugin/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-plugin/src/main/java/org/apache/geronimo/system/plugin/PluginInstallerGBean.java,1,1,1,1,1,0,0,1,0,0,2,2,10/25/10,2,0,0,6.857142857
 server/branches/2.2/framework/modules/geronimo-plugin/src/main/java/org/apache/geronimo/system/plugin/PluginRepositoryDownloader.java,1,1,1,1,1,0,0,1,0,0,3,3,10/28/10,2,0,0,6.428571429
 server/branches/2.2/framework/modules/geronimo-plugin/src/test/resources/geronimo-plugins.xml,2,2,2,2,2,4,4,2,4,4,489,253,10/26/10,4,8,4,6.714285714
 server/branches/2.2/framework/modules/geronimo-security/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-service-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-system/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/geronimo-system/src/main/java/org/apache/geronimo/system/util/ConfiguredEncryption.java,1,1,1,1,1,1,1,1,13,13,5,5,10/13/10,2,14,7,8.571428571
 server/branches/2.2/framework/modules/geronimo-system/src/main/java/org/apache/geronimo/system/util/EncryptionManagerWrapperGBean.java,3,3,3,3,3,33,27.33333333,3,0,0,7,4.666666667,10/29/10,6,33,13.66666667,6.285714286
 server/branches/2.2/framework/modules/geronimo-transformer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/modules/testsupport-common/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/plugingroups/framework/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/plugingroups/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/framework/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/client/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/clustering-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/clustering-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/javaee5-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/javaee5-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/persistence/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/web-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/webservices-axis2/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/webservices-cxf/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugingroups/web-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-broker/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-broker/src/main/history/dependencies.xml,1,1,1,1,1,1,1,1,6,6,4,4,10/19/10,2,7,3.5,7.714285714
 server/branches/2.2/plugins/activemq/activemq-broker/src/main/resources/activemq.xml,1,1,1,1,1,1,1,1,1,1,2,2,07/11/10,2,2,1,22
 server/branches/2.2/plugins/activemq/activemq-console-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-console-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-portlets/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-ra/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-server/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-webconsole/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/activemq-webconsole-jetty/pom.xml,2,2,2,2,2,11,6,2,1,1,489,246,10/09/10,4,12,3.5,9.142857143
 server/branches/2.2/plugins/activemq/activemq-webconsole-tomcat/pom.xml,3,3,3,3,3,11,5.333333333,3,1,0.333333333,489,164.6666667,09/13/10,6,12,2.833333333,12.85714286
 server/branches/2.2/plugins/activemq/geronimo-activemq/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/geronimo-activemq/src/main/java/org/apache/geronimo/activemq/BrokerServiceGBeanImpl.java,1,1,1,1,1,8,8,1,0,0,2,2,07/09/10,2,8,4,22.28571429
 server/branches/2.2/plugins/activemq/geronimo-activemq-management/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/geronimo-activemq-ra/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/activemq/pom.xml,4,4,4,4,4,4,1.75,4,1,0.75,489,124.25,09/19/10,8,5,1.25,12
 server/branches/2.2/plugins/aspectj/aspectj/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/aspectj/geronimo-aspectj/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/aspectj/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis/axis/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis/axis-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis/geronimo-axis/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis/geronimo-axis-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/axis2/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/axis2-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/axis2-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/axis2-ejb-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/geronimo-axis2/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/geronimo-axis2-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/geronimo-axis2-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/geronimo-axis2-ejb-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/axis2/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/ca-helper/ca-helper-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/ca-helper/ca-helper-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/ca-helper/geronimo-ca-helper/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/ca-helper/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/classloaders/geronimo-schema-jee_5/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/classloaders/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/classloaders/xbean-finder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/client/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/client-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/client-security/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/geronimo-client/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/geronimo-client-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/client/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/clustering-test/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/clustering-test/src/main/java/org/apache/geronimo/farm/plugin/test/TestGBean.java,1,1,1,1,1,0,0,1,0,0,17,17,11/30/10,2,0,0,1.714285714
 server/branches/2.2/plugins/clustering/clustering-it/customer-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/plugin-farm-it/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/sample-datasource/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/clustering-it/sample-datasource/src/main/plan/plan.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/clustering/farming/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-clustering/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-clustering-wadi/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-deploy-farm/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-farm/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-farm/src/main/java/org/apache/geronimo/farm/service/NodeService.java,1,1,1,1,1,17,17,1,1,1,7,7,11/30/10,2,18,9,1.714285714
 server/branches/2.2/plugins/clustering/geronimo-farm/src/main/java/org/apache/geronimo/farm/service/NodeServiceVitals.java,1,1,1,1,1,18,18,1,1,1,7,7,11/30/10,2,19,9.5,1.714285714
 server/branches/2.2/plugins/clustering/geronimo-farm/src/main/java/org/apache/geronimo/farm/service/NodeServiceVitalsFactory.java,1,1,1,1,1,18,18,1,1,1,7,7,11/30/10,2,19,9.5,1.714285714
 server/branches/2.2/plugins/clustering/geronimo-farm-wadi/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-plugin-farm/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-plugin-farm-node/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/geronimo-plugin-farm-node-wadi/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/plugin-farm/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/plugin-farm-datasource/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/plugin-farm-datasource/src/main/plan/plan.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/clustering/plugin-farm-member/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/plugin-farm-member-wadi/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/plugin-farm-wadi/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/clustering/wadi-clustering/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/concurrent/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/concurrent-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/geronimo-concurrent/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/geronimo-concurrent-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/geronimo-concurrent-core/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/geronimo-concurrent-management/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/concurrent/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/client-transaction/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/connector-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/geronimo-connector/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/geronimo-connector-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/geronimo-connector-builder/src/test/java/org/apache/geronimo/connector/deployment/jsr88/Connector15DCBTest.java,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/connector/geronimo-connector-builder/src/test/resources/plan-with-nulls.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/connector/geronimo-transaction/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/connector/transaction/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-base-portlets/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-base-portlets/src/main/i18n-resources/jms-resource-providers.properties,1,1,1,1,1,0,0,1,0,0,7,7,11/30/10,2,0,0,1.714285714
 server/branches/2.2/plugins/console/console-core/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-ear/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-filter/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-portal-driver/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-portal-driver/src/main/i18n-resources/portaldriver_zh.properties,1,1,1,1,1,0,0,1,0,0,8,8,09/20/10,2,0,0,11.85714286
 server/branches/2.2/plugins/console/console-portal-driver/src/main/java/org/apache/geronimo/console/navigation/NavigationJsonGenerator.java,1,1,1,1,1,64,64,1,1,1,8,8,09/20/10,2,65,32.5,11.85714286
 server/branches/2.2/plugins/console/console-portal-driver/src/main/webapp/js/navigation.js,1,1,1,1,1,218,218,1,0,0,8,8,09/20/10,2,218,109,11.85714286
 server/branches/2.2/plugins/console/console-portal-driver/src/main/webapp/main.css,1,1,1,1,1,37,37,1,6,6,8,8,09/22/10,2,43,21.5,11.57142857
 server/branches/2.2/plugins/console/console-portal-driver/src/main/webapp/WEB-INF/themes/navigation.jsp,3,3,3,3,3,33,23,3,174,61.66666667,8,6.666666667,10/01/10,6,207,42.33333333,10.28571429
 server/branches/2.2/plugins/console/console-portal-driver/src/test/java/org/apache/geronimo/console/navigation/NavigationJsonGeneratorTest.java,1,1,1,1,1,25,25,1,19,19,8,8,09/22/10,2,44,22,11.57142857
 server/branches/2.2/plugins/console/console-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/console-tomcat/src/main/plan/plan.xml,1,1,1,1,1,5,5,1,0,0,8,8,09/20/10,2,5,2.5,11.85714286
 server/branches/2.2/plugins/console/geronimo-converter/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/plugin-console-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/plugin-console-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/plugin-portlets/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/console/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/client-corba-yoko/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/geronimo-corba/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/geronimo-corba-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/geronimo-yoko/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/j2ee-corba-yoko/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/openejb-corba-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/corba/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf-ejb-deployer/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf-jaxws-tools/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/cxf-tools/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/geronimo-cxf/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/geronimo-cxf-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/geronimo-cxf-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/geronimo-cxf-ejb-builder/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/geronimo-cxf-tools/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/cxf/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/debugviews/debugviews-console-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/debugviews/debugviews-console-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/debugviews/debugviews-portlets/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/debugviews/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/derby/derby/pom.xml,1,1,1,1,1,106,106,1,0,0,45,45,11/08/10,2,106,53,4.857142857
 server/branches/2.2/plugins/derby/derby/src/main/history/dependencies.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/derby/geronimo-derby/pom.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/derby/geronimo-derby/src/main/java/org/apache/geronimo/derby/Credentials.java,1,1,1,1,1,61,61,1,0,0,45,45,11/08/10,2,61,30.5,4.857142857
 server/branches/2.2/plugins/derby/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbyNetworkGBean.java,2,2,2,2,2,0,0,2,0,0,45,24.5,11/08/10,4,0,0,4.857142857
 server/branches/2.2/plugins/derby/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbySystemGBean.java,4,4,4,4,4,15,7.5,4,2,1,45,13.5,11/09/10,8,17,4.25,4.714285714
 server/branches/2.2/plugins/derby/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbyUserAuthenticator.java,2,2,2,2,2,89,89,2,0,0,45,24.5,11/08/10,4,89,44.5,4.857142857
 server/branches/2.2/plugins/derby/geronimo-derby/src/test/java/org/apache/geronimo/derby/DerbySystemGBeanTest.java,3,3,3,3,3,1,0.666666667,3,1,0.666666667,45,16.66666667,11/09/10,6,2,0.666666667,4.714285714
 server/branches/2.2/plugins/derby/geronimo-derby/src/test/java/org/apache/geronimo/derby/MockKernel.java,2,2,2,2,2,799,799,2,0,0,45,23.5,11/08/10,4,799,399.5,4.857142857
 server/branches/2.2/plugins/derby/pom.xml,2,2,2,2,2,11,6,2,51,26,489,267,10/15/10,4,62,16,8.285714286
 server/branches/2.2/plugins/derby/src/main/history/dependencies.xml,1,1,1,1,1,0,0,1,0,0,45,45,11/08/10,2,0,0,4.857142857
 server/branches/2.2/plugins/dojo/dojo-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/dojo/dojo-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/dojo/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
 server/branches/2.2/plugins/hotdeploy/geronimo-hot-deploy/pom.xml,1,1,1,1,1,1,1,1,1,1,489,489,09/22/10,2,2,1,11.57142857
