Version,2.1.7,,,,,,,,,,,,,,,,
Release Date,12/12/2010,,,,,,,,,,,,,,,,
Row Labels,Count of File,Count of REF,Count of BUG,Count of Dev#,Count of LoC+,Max of LoC+,Average of LoC+,Count of LoC-,Max of LoC-,Average of LoC-,Max of FCount,Average of FCount,Average of Date,Codechurn,Max Codechurn,Ave Codechurn,Age
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.v11.deployment.model.edit/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.v11.deployment.model/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.v11.deployment.model/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.6/assembly/pom.xml,10,10,10,10,10,2,0.8,10,2,0.8,53,15.8,07/27/10,20,4,0.8,19.71428571
 devtools/eclipse-plugin/branches/2.1.6/assembly/src/main/assembly/deployable.xml,3,3,3,3,3,0,0,3,0,0,53,37.66666667,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/assembly/src/main/assembly/site.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/assembly/src/main/assembly/updatesite.xml,4,4,4,4,4,0,0,4,0,0,53,28.75,08/25/10,8,0,0,15.57142857
 devtools/eclipse-plugin/branches/2.1.6/eclipse/build.xml,2,2,2,2,2,0,0,2,0,0,53,53,10/11/10,4,0,0,8.857142857
 devtools/eclipse-plugin/branches/2.1.6/eclipse/pom.xml,16,16,16,16,16,5,1.1875,16,18,3,53,10.9375,08/05/10,32,23,2.09375,18.42857143
 devtools/eclipse-plugin/branches/2.1.6/features/org.apache.geronimo.v21.feature/feature.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/features/org.apache.geronimo.v21.feature/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/features/pom.xml,11,11,11,11,11,2,0.818181818,11,2,0.818181818,53,15,07/25/10,22,4,0.818181818,20
 devtools/eclipse-plugin/branches/2.1.6/PLUGIN_RELEASE-NOTES-2.1.6.txt,2,2,2,2,2,0,0,2,0,0,53,53,10/11/10,4,0,0,8.857142857
 devtools/eclipse-plugin/branches/2.1.6/PLUGIN_RELEASE-NOTES-2.1.7.txt,2,2,2,2,2,0,0,2,0,0,53,53,10/11/10,4,0,0,8.857142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.jee.v21.jaxbmodel/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.jee.v21.jaxbmodel/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.common/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.common/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.v20/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.v20/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.v21/META-INF/MANIFEST.MF,5,5,5,5,5,11,4.4,5,11,4.4,53,32.8,09/22/10,10,22,4.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.runtime.v21/pom.xml,4,4,4,4,4,1,0.25,4,1,0.25,53,38.75,08/25/10,8,2,0.25,15.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.core/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.core/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.core/src/main/java/org/apache/geronimo/st/core/commands/SynchronizedDeploymentOp.java,2,2,2,2,2,0,0,2,0,0,53,53,10/11/10,4,0,0,8.857142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.schemas/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.schemas/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.ui/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.ui/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v20.core/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v20.core/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v20.ui/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v20.ui/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v21.core/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v21.core/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v21.ui/META-INF/MANIFEST.MF,5,5,5,5,5,1,0.4,5,1,0.4,53,32.8,09/22/10,10,2,0.4,11.57142857
 devtools/eclipse-plugin/branches/2.1.6/plugins/org.apache.geronimo.st.v21.ui/pom.xml,3,3,3,3,3,0,0,3,0,0,53,41,09/10/10,6,0,0,13.28571429
 devtools/eclipse-plugin/branches/2.1.6/plugins/pom.xml,11,11,11,11,11,2,0.818181818,11,2,0.818181818,53,15,07/25/10,22,4,0.818181818,20
 devtools/eclipse-plugin/branches/2.1.6/pom.xml,7,7,7,7,7,4,1.714285714,7,4,1.714285714,53,24,09/14/10,14,8,1.714285714,12.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/eclipse/build.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/eclipse/pom.xml,4,4,4,4,4,0,0,4,0,0,53,35,08/24/10,8,0,0,15.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/launcher/pom.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/launcher/testsuite.properties,4,4,4,4,4,0,0,4,0,0,53,35,08/24/10,8,0,0,15.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.common/META-INF/MANIFEST.MF,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.common/plugin.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.common/pom.xml,4,4,4,4,4,0,0,4,0,0,53,35,08/24/10,8,0,0,15.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v20/META-INF/MANIFEST.MF,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v20/plugin.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v20/pom.xml,4,4,4,4,4,0,0,4,0,0,53,35,08/24/10,8,0,0,15.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v21/META-INF/MANIFEST.MF,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v21/plugin.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/org.apache.geronimo.testsuite.v21/pom.xml,4,4,4,4,4,0,0,4,0,0,53,35,08/24/10,8,0,0,15.71428571
 devtools/eclipse-plugin/branches/2.1.6/testsuite/plugins/pom.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.6/testsuite/pom.xml,4,4,4,4,4,11,2.75,4,0,0,53,36.25,08/25/10,8,11,1.375,15.57142857
 devtools/eclipse-plugin/branches/2.1.6/testsuite/server/pom.xml,3,3,3,3,3,0,0,3,0,0,53,46,09/09/10,6,0,0,13.42857143
 devtools/eclipse-plugin/branches/2.1.7/eclipse/pom.xml,3,3,3,3,3,0,0,3,0,0,827,278.3333333,10/23/10,6,0,0,7.142857143
 devtools/eclipse-plugin/branches/2.1.7/plugins/org.apache.geronimo.runtime.common/pom.xml,3,3,3,3,3,0,0,3,0,0,827,278.3333333,10/23/10,6,0,0,7.142857143
 devtools/eclipse-plugin/branches/2.1.7/plugins/org.apache.geronimo.runtime.v21/pom.xml,3,3,3,3,3,0,0,3,0,0,827,278.3333333,10/23/10,6,0,0,7.142857143
 devtools/eclipse-plugin/branches/2.1.7/plugins/org.apache.geronimo.st.core/src/main/java/org/apache/geronimo/st/core/internal/DependencyHelper.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/eclipse/build.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/eclipse/pom.xml,3,3,3,3,3,0,0,3,0,0,827,280.6666667,11/08/10,6,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/launcher/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/launcher/testsuite.properties,3,3,3,3,3,0,0,3,0,0,827,280.6666667,11/08/10,6,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.common/META-INF/MANIFEST.MF,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.common/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.v20/META-INF/MANIFEST.MF,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.v20/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.v21/META-INF/MANIFEST.MF,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/org.apache.geronimo.testsuite.v21/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/plugins/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1.7/testsuite/server/pom.xml,2,2,2,2,2,0,0,2,0,0,827,420,11/08/10,4,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.1/features/org.apache.geronimo.v21.feature/feature.xml,1,1,1,1,1,0,0,1,0,0,4,4,11/11/10,2,0,0,4.428571429
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.jee.v21.jaxbmodel/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.runtime.common/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,6,6,11/22/10,2,0,0,2.857142857
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.runtime.common/pom.xml,2,2,2,2,2,8,4,2,0,0,12,9,11/23/10,4,8,2,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.runtime.v20/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.runtime.v21/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,4,4,11/29/10,2,0,0,1.857142857
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.runtime.v21/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.core/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.schemas/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.v20.core/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.v20.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.v21.core/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/plugins/org.apache.geronimo.st.v21.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,12,12,11/23/10,2,0,0,2.714285714
 devtools/eclipse-plugin/branches/2.1/testsuite/plugins/org.apache.geronimo.testsuite.common/plugin.xml,1,1,1,1,1,0,0,1,0,0,6,6,11/22/10,2,0,0,2.857142857
 devtools/eclipse-plugin/branches/2.1/testsuite/plugins/org.apache.geronimo.testsuite.v20/plugin.xml,1,1,1,1,1,0,0,1,0,0,6,6,11/22/10,2,0,0,2.857142857
 devtools/eclipse-plugin/branches/2.1/testsuite/plugins/org.apache.geronimo.testsuite.v21/plugin.xml,1,1,1,1,1,0,0,1,0,0,6,6,11/22/10,2,0,0,2.857142857
 devtools/eclipse-plugin/branches/2.1/testsuite/pom.xml,1,1,1,1,1,0,0,1,0,0,4,4,11/29/10,2,0,0,1.857142857
 devtools/eclipse-plugin/branches/2.1/testsuite/server/pom.xml,1,1,1,1,1,0,0,1,0,0,4,4,11/29/10,2,0,0,1.857142857
 devtools/eclipse-plugin/branches/2.2.1/assembly/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/assembly/src/main/assembly/deployable.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/assembly/src/main/assembly/site.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/eclipse/build.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/eclipse/pom.xml,6,6,6,6,6,110,36.66666667,6,108,36.5,827,139.5,09/10/10,12,218,36.58333333,13.28571429
 devtools/eclipse-plugin/branches/2.2.1/features/org.apache.geronimo.v21.feature/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/features/org.apache.geronimo.v21.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/features/org.apache.geronimo.v22.feature/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/features/org.apache.geronimo.v22.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/features/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/PLUGIN_RELEASE-NOTES-2.2.0.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/PLUGIN_RELEASE-NOTES-2.2.1.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/.classpath,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/ApplicationType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/ExtModuleType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/ModuleType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/ObjectFactory.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/package-info.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/PathType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/application/String.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/applicationclient/ApplicationClientType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/applicationclient/ObjectFactory.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/applicationclient/package-info.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/applicationclient/ResourceType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/AdminobjectInstanceType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/AdminobjectType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ConfigPropertySettingType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ConnectiondefinitionInstanceType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ConnectionDefinitionType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ConnectionmanagerType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ConnectorType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/DescriptionType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/EmptyType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ObjectFactory.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/OutboundResourceadapterType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/package-info.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/PartitionedpoolType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ResourceadapterInstanceType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/ResourceadapterType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.2.1/plugins/org.apache.geronimo.j2ee.v11.jaxbmodel/src/main/java/org/apache/geronimo/j2ee/connector/SinglepoolType.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
